2501 5 4 6.41864 94.4865 0     0 3 6.28754 3.16092 4.28496 0 0 7 16.7264 1796.76 3.51971 11.3409
2501 2 0 6.41864 54.8926 0     0 3 6.29823 3.16092 4.28496 0 0 10 11.3409 1.06526 5.09704 0
2501 2 0 6.4665 56.7789 0     0 3 6.29823 3.16496 4.28535 0 0 11 10.7549 0.984616 5.10563 7.42188
2501 2 0 6.49221 71.5695 0.211621     0 3 6.29823 3.16562 4.28533 0 0 19 8.93266 3.79638e-05 5.47149 8.93266
2044 3 3 0.0001 1.29173 0     0 3 0.154153 0.190895 3.49306 0 0 3 1.6462 1.49525 3.8845 0
2149 4 4 0.0001 0.291119 0     0 3 0.111153 0.14471 3.45977 0 0 3 0.19987 0.230159 3.51824 0
2158 4 4 0.0001 0.150202 0     0 2 0.0601428 0.1 4.19849 0.000601428 0 3 0.170006 0.205356 3.50277 0
2158 7 4 0.0001 0.150202 0     0 2 0.0601428 0.1 4.19849 0.000601428 0 3 0.170006 0.205356 3.50277 0
2158 7 4 0.0001 0 0     0 1 0 0.1 4.19849 0 0 3 0.230148 0.25307 3.5307 0
2405 4 2 0.0001 0.13154 0     0 3 0.322163 0.317244 3.55391 0 0 3 0.358097 0.342574 3.55896 0
2443 4 2 0.0001 0.265445 0     0 2 0.0135718 0.1 3.77177 0.000135718 0 3 0.118437 0.153436 3.4663 0
2443 7 4 0.0001 0.265445 0     0 2 0.0135718 0.1 3.77177 0.000135718 0 3 0.118437 0.153436 3.4663 0
2443 7 4 0.0001 0 0     0 1 0 0.1 3.77177 0 0 3 0.132008 0.168615 3.47738 0
2405 7 2 0.000249281 0.00647847 0     0 3 0.322163 0.317244 3.55391 0 0 3 0.358097 0.342574 3.55896 0
2405 7 2 0.000249281 0 0     0 3 0 0.317244 3.55391 0 0 3 0.680261 0.63433 3.62284 0
2044 3 3 0.0001 1.29173 0     0 3 0.154153 0.190895 3.49306 0 0 3 1.6462 1.49525 3.8845 0
2149 4 4 0.0001 0.291119 0     0 3 0.111153 0.14471 3.45977 0 0 3 0.19987 0.230159 3.51824 0
2158 4 4 0.0001 0.150202 0     0 2 0.0601428 0.1 4.19849 0.000601428 0 3 0.170006 0.205356 3.50277 0
2158 7 4 0.0001 0.150202 0     0 2 0.0601428 0.1 4.19849 0.000601428 0 3 0.170006 0.205356 3.50277 0
2158 7 4 0.0001 0 0     0 1 0 0.1 4.19849 0 0 3 0.230148 0.25307 3.5307 0
2405 4 2 0.0001 0.13154 0     0 3 0.322163 0.317244 3.55391 0 0 3 0.358097 0.342574 3.55896 0
2443 4 2 0.0001 0.265445 0     0 2 0.0135718 0.1 3.77177 0.000135718 0 3 0.118437 0.153436 3.4663 0
2443 7 4 0.0001 0.265445 0     0 2 0.0135718 0.1 3.77177 0.000135718 0 3 0.118437 0.153436 3.4663 0
2443 7 4 0.0001 0 0     0 1 0 0.1 3.77177 0 0 3 0.132008 0.168615 3.47738 0
2405 7 2 0.000249281 0.00647847 0     0 3 0.322163 0.317244 3.55391 0 0 3 0.358097 0.342574 3.55896 0
2405 7 2 0.000249281 0 0     0 3 0 0.317244 3.55391 0 0 3 0.680261 0.63433 3.62284 0
2044 3 3 0.0001 1.29173 0     0 3 0.154153 0.190895 3.49306 0 0 3 1.6462 1.49525 3.8845 0
2149 4 4 0.0001 0.291119 0     0 3 0.111153 0.14471 3.45977 0 0 3 0.19987 0.230159 3.51824 0
2158 4 4 0.0001 0.150202 0     0 2 0.0601428 0.1 4.19849 0.000601428 0 3 0.170006 0.205356 3.50277 0
2158 7 4 0.0001 0.150202 0     0 2 0.0601428 0.1 4.19849 0.000601428 0 3 0.170006 0.205356 3.50277 0
2158 7 4 0.0001 0 0     0 1 0 0.1 4.19849 0 0 3 0.230148 0.25307 3.5307 0
2405 4 2 0.0001 0.13154 0     0 3 0.322163 0.317244 3.55391 0 0 3 0.358097 0.342574 3.55896 0
2443 4 2 0.0001 0.265445 0     0 2 0.0135718 0.1 3.77177 0.000135718 0 3 0.118437 0.153436 3.4663 0
2443 7 4 0.0001 0.265445 0     0 2 0.0135718 0.1 3.77177 0.000135718 0 3 0.118437 0.153436 3.4663 0
2443 7 4 0.0001 0 0     0 1 0 0.1 3.77177 0 0 3 0.132008 0.168615 3.47738 0
2405 7 2 0.000249281 0.00647847 0     0 3 0.322163 0.317244 3.55391 0 0 3 0.358097 0.342574 3.55896 0
2405 7 2 0.000249281 0 0     0 3 0 0.317244 3.55391 0 0 3 0.680261 0.63433 3.62284 0
2044 3 3 0.0001 1.29173 0     0 3 0.154153 0.190895 3.49306 0 0 3 1.6462 1.49525 3.8845 0
2149 4 4 0.0001 0.291119 0     0 3 0.111153 0.14471 3.45977 0 0 3 0.19987 0.230159 3.51824 0
2158 4 4 0.0001 0.150202 0     0 2 0.0601428 0.1 4.19849 0.000601428 0 3 0.170006 0.205356 3.50277 0
2158 7 4 0.0001 0.150202 0     0 2 0.0601428 0.1 4.19849 0.000601428 0 3 0.170006 0.205356 3.50277 0
2158 7 4 0.0001 0 0     0 1 0 0.1 4.19849 0 0 3 0.230148 0.25307 3.5307 0
2405 4 2 0.0001 0.13154 0     0 3 0.322163 0.317244 3.55391 0 0 3 0.358097 0.342574 3.55896 0
2443 4 2 0.0001 0.265445 0     0 2 0.0135718 0.1 3.77177 0.000135718 0 3 0.118437 0.153436 3.4663 0
2443 7 4 0.0001 0.265445 0     0 2 0.0135718 0.1 3.77177 0.000135718 0 3 0.118437 0.153436 3.4663 0
2443 7 4 0.0001 0 0     0 1 0 0.1 3.77177 0 0 3 0.132008 0.168615 3.47738 0
2002 4 2 0.004 1.16973 0     0 3 0.643152 0.599599 3.60953 0 0 3 1.39772 1.37047 3.82472 0
2109 4 2 0.004 0.616615 0     0 3 0.55011 0.507068 3.58399 0 0 3 2.56817 1.81991 4.04119 0
2131 4 2 0.004 0.495436 0     0 3 0.657702 0.613485 3.61456 0 0 3 0.700714 0.652404 3.6308 0
2145 4 3 0.004 2.59032 0     0 3 15.6429 5.15888 4.48871 0 0 3 20.1218 6.02309 4.53104 0
2152 4 3 0.004 4.75998 0     0 3 13.7169 4.76324 4.46427 0 0 3 13.8829 4.79804 4.46657 0
2289 4 3 0.004 0.847188 0     0 3 3.25305 2.06949 4.11258 0 0 3 3.71469 2.22828 4.15068 0
2381 4 2 0.004 0.316059 0     0 3 0.514369 0.472293 3.57725 0 0 3 0.53925 0.49636 3.58177 0
2400 3 3 0.004 3.14913 0     0 3 0.977942 0.866662 3.7414 0 0 3 1.56485 1.46617 3.86473 0
2435 4 2 0.004 0.944215 0     0 3 0.542061 0.499122 3.58233 0 0 3 0.579745 0.536673 3.59085 0
2489 4 3 0.004 3.70329 0     0 3 2.07564 1.63694 3.97109 0 0 3 2.28633 1.71423 4.00383 0
2381 7 2 0.00697676 0.00543506 0     0 3 0.514369 0.472293 3.57725 0 0 3 0.53925 0.49636 3.58177 0
2381 7 2 0.00697676 0 0     0 3 0 0.472293 3.57725 0 0 3 1.05362 0.946736 3.76142 0
2131 7 2 0.0142561 0.0145677 0     0 3 0.657702 0.613485 3.61456 0 0 3 0.700714 0.652404 3.6308 0
2131 7 2 0.0142561 0 0     0 3 0 0.613485 3.61456 0 0 3 1.35842 1.33525 3.81632 0
2109 7 2 0.065244 0.0074135 0     0 3 0.55011 0.507068 3.58399 0 0 3 2.56817 1.82 4.04118 0
2109 7 2 0.065244 0 0     0 3 0 0.507068 3.58399 0 0 3 3.11828 2.02175 4.10016 0
1052 4 1 0.004 11.0873 0     0 3 30.3647 7.80336 4.58685 0 0 3 60.579 12.2602 4.64599 0
1076 4 2 0.004 1.01284 0     0 3 0.586215 0.543172 3.5925 0 0 3 0.752143 0.694191 3.65225 0
1147 4 2 0.004 2.81492 0     0 3 1.01685 0.905706 3.7524 0 0 3 2.23119 1.69373 3.99572 0
1175 4 2 0.004 1.86177 0     0 3 1.58861 1.47526 3.87057 0 0 3 3.95555 2.30824 4.16831 0
1190 4 3 0.004 2.37563 0     0 3 5.45843 2.77104 4.25475 0 0 3 5.74933 2.85475 4.26809 0
1268 4 2 0.004 0.641187 0     0 3 0.692284 0.645055 3.62747 0 0 3 0.937666 0.830725 3.72835 0
1314 4 2 0.004 1.80107 0     0 3 0.697128 0.649295 3.62937 0 0 3 4.04568 2.33769 4.17456 0
1323 4 2 0.004 0.490713 0     0 3 0.6902 0.643216 3.62665 0 0 3 3.00027 1.97924 4.08871 0
1411 4 3 0.004 1.07866 0     0 3 3.10573 2.01718 4.09897 0 0 3 3.23401 2.06277 4.11087 0
1447 4 2 0.004 1.37845 0     0 3 0.624302 0.581197 3.60342 0 0 3 0.725393 0.673096 3.64088 0
1472 4 3 0.004 1.83656 0     0 3 1.76297 1.53217 3.91121 0 0 3 1.81538 1.54869 3.92241 0
1323 7 2 0.0149781 0.00565577 0     0 3 0.6902 0.643216 3.62665 0 0 3 3.00027 1.97927 4.08871 0
1323 7 2 0.0149781 0 0     0 3 0 0.643216 3.62665 0 0 3 3.69047 2.22015 4.14883 0
1268 7 2 0.0217875 0.0143763 0     0 3 0.692284 0.645055 3.62747 0 0 3 0.937666 0.830725 3.72835 0
1268 7 2 0.0217875 0 0     0 3 0 0.645055 3.62747 0 0 3 1.62995 1.48983 3.8806 0
1129 3 2 0.004 1.726 0     0 3 0.667081 0.62226 3.61793 0 0 3 0.800791 0.729768 3.67347 0
1150 4 2 2.30285e-05 0.0291089 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0.00260358 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0 0     0 3 0 1.25623 3.80267 0 0 3 4.52101 2.48903 4.20495 0
1224 4 2 0.004 1.17952 0     0 3 0.686759 0.640161 3.62532 0 0 3 3.19305 2.04828 4.10713 0
1129 3 2 0.004 1.726 0     0 3 0.667081 0.62226 3.61793 0 0 3 0.800791 0.729768 3.67347 0
1150 4 2 2.30285e-05 0.0291089 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0.00260358 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0 0     0 3 0 1.25623 3.80267 0 0 3 4.52101 2.48903 4.20495 0
1224 4 2 0.004 1.17952 0     0 3 0.686759 0.640161 3.62532 0 0 3 3.19305 2.04828 4.10713 0
1129 3 2 0.004 1.726 0     0 3 0.667081 0.62226 3.61793 0 0 3 0.800791 0.729768 3.67347 0
1150 4 2 2.30285e-05 0.0291089 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0.00260358 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0 0     0 3 0 1.25623 3.80267 0 0 3 4.52101 2.48903 4.20495 0
1224 4 2 0.004 1.17952 0     0 3 0.686759 0.640161 3.62532 0 0 3 3.19305 2.04828 4.10713 0
1129 3 2 0.004 1.726 0     0 3 0.667081 0.62226 3.61793 0 0 3 0.800791 0.729768 3.67347 0
1150 4 2 2.30285e-05 0.0291089 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0.00260358 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0 0     0 3 0 1.25623 3.80267 0 0 3 4.52101 2.48903 4.20495 0
1224 4 2 0.004 1.17952 0     0 3 0.686759 0.640161 3.62532 0 0 3 3.19305 2.04828 4.10713 0
1129 3 2 0.004 1.726 0     0 3 0.667081 0.62226 3.61793 0 0 3 0.800791 0.729768 3.67347 0
1150 4 2 2.30285e-05 0.0291089 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0.00260358 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0 0     0 3 0 1.25623 3.80267 0 0 3 4.52101 2.48903 4.20495 0
1224 4 2 0.004 1.17952 0     0 3 0.686759 0.640161 3.62532 0 0 3 3.19305 2.04828 4.10713 0
1129 3 2 0.004 1.726 0     0 3 0.667081 0.62226 3.61793 0 0 3 0.800791 0.729768 3.67347 0
1150 4 2 2.30285e-05 0.0291089 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0.00260358 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0 0     0 3 0 1.25623 3.80267 0 0 3 4.52101 2.48903 4.20495 0
1224 4 2 0.004 1.17952 0     0 3 0.686759 0.640161 3.62532 0 0 3 3.19305 2.04828 4.10713 0
1129 3 2 0.004 1.726 0     0 3 0.667081 0.62226 3.61793 0 0 3 0.800791 0.729768 3.67347 0
1150 4 2 2.30285e-05 0.0291089 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0.00260358 0     0 3 1.287 1.25623 3.80267 0 0 3 3.23401 2.06276 4.11087 0
1150 7 2 2.87863e-05 0 0     0 3 0 1.25623 3.80267 0 0 3 4.52101 2.48903 4.20495 0
1224 4 2 0.004 1.17952 0     0 3 0.686759 0.640161 3.62532 0 0 3 3.19305 2.04828 4.10713 0
2002 4 2 0.004 1.16973 0     0 3 0.643152 0.599599 3.60953 0 0 3 1.39772 1.37047 3.82472 0
2048 4 2 0.004 1.52562 0     0 3 2.61526 1.83752 4.04687 0 0 3 10.762 4.11801 4.41521 0
2057 4 1 0.004 5.55825 0     0 3 2.63686 1.84558 4.04943 0 0 3 10.3239 4.01748 4.40633 0
2107 3 2 0.004 1.36953 0     0 3 0.505855 0.464237 3.57587 0 0 3 0.737558 0.682852 3.646 0
2152 4 2 0.00155931 0.264741 0     0 3 6.66529 3.10859 4.30516 0 0 3 13.8829 4.79761 4.46658 0
2152 7 2 0.00194914 0.0105896 0     0 3 6.66529 3.1086 4.30516 0 0 3 13.8829 4.79768 4.46658 0
2152 7 2 0.00194914 0 0     0 3 0 3.1086 4.30516 0 0 3 20.5482 6.10074 4.53431 0
2157 4 3 0.004 1.58972 0     0 3 3.72703 2.23242 4.15162 0 0 3 4.338 2.43153 4.19373 0
2225 4 1 0.004 3.15627 0     0 3 1.34497 1.32183 3.81359 0 0 3 3.00027 1.97924 4.08871 0
2334 4 2 0.00288038 0.255431 0     0 3 3.05044 1.99734 4.09365 0 0 3 15.6429 5.15863 4.48871 0
2334 7 2 0.00360048 0.00683269 0     0 3 3.05044 1.99734 4.09365 0 0 3 15.6429 5.15878 4.48871 0
2334 7 2 0.00360048 0 0     0 3 0 1.99734 4.09365 0 0 3 18.6933 5.75424 4.5193 0
2415 4 3 0.004 3.78086 0     0 3 1.9525 1.59385 3.94939 0 0 3 2.23392 1.69474 3.99613 0
2392 3 2 0.192 1.5307 0     0 3 0.514294 0.472221 3.57723 0 0 3 0.656981 0.612805 3.6143 0
2305 3 2 1.144 2.89604 0     0 3 1.13531 1.05078 3.77763 0 0 3 1.17538 1.10611 3.78433 0
2305 3 3 1.148 2.89537 0     0 3 1.13532 1.08868 3.76993 0 0 3 1.17524 1.10611 3.78426 0
2002 7 2 1.16242 0.0129918 0     0 3 0.643152 0.599601 3.60953 0 0 3 1.39772 1.37061 3.82473 0
2002 7 2 1.16242 0 0     0 3 0 0.599601 3.60953 0 0 3 2.04087 1.62472 3.96518 0
2305 3 2 1.304 2.86548 0     0 3 1.13532 1.08868 3.76994 0 0 3 1.1683 1.10024 3.78239 0
2305 3 3 1.308 2.86472 0     0 3 1.13532 1.08868 3.76994 0 0 3 1.16813 1.09625 3.7831 0
2107 7 2 1.3081 0.00563989 0     0 3 0.505855 0.47493 3.57093 0 0 3 0.726443 0.675447 3.64084 0
2107 7 2 1.3081 0 0     0 3 0 0.47493 3.57093 0 0 3 1.2323 1.18499 3.79345 0
2305 3 2 1.316 2.8632 0     0 3 1.13532 1.08868 3.76994 0 0 3 1.16778 1.09595 3.783 0
2048 7 2 2.17558 0.00549779 0     0 3 2.61526 1.84101 4.04664 0 0 3 10.761 4.33285 4.40976 0
2048 7 2 2.17558 0 0     0 3 0 1.84101 4.04664 0 0 3 13.3762 4.89062 4.45501 0
2392 7 2 2.24715 0.0064296 0     0 3 0.514295 0.54788 3.54497 0 0 3 0.596218 0.553775 3.59496 0
2392 7 2 2.24715 0 0     0 3 0 0.54788 3.54497 0 0 3 1.11051 1.01759 3.77316 0
2002 4 2 0.004 1.16973 0     0 3 0.643152 0.599599 3.60953 0 0 3 1.39772 1.37047 3.82472 0
2048 4 2 0.004 1.52562 0     0 3 2.61526 1.83752 4.04687 0 0 3 10.762 4.11801 4.41521 0
2057 4 1 0.004 5.55825 0     0 3 2.63686 1.84558 4.04943 0 0 3 10.3239 4.01748 4.40633 0
2107 3 2 0.004 1.36953 0     0 3 0.505855 0.464237 3.57587 0 0 3 0.737558 0.682852 3.646 0
2152 4 2 0.00155931 0.264741 0     0 3 6.66529 3.10859 4.30516 0 0 3 13.8829 4.79761 4.46658 0
2152 7 2 0.00194914 0.0105896 0     0 3 6.66529 3.1086 4.30516 0 0 3 13.8829 4.79768 4.46658 0
2152 7 2 0.00194914 0 0     0 3 0 3.1086 4.30516 0 0 3 20.5482 6.10074 4.53431 0
2157 4 3 0.004 1.58972 0     0 3 3.72703 2.23242 4.15162 0 0 3 4.338 2.43153 4.19373 0
2225 4 1 0.004 3.15627 0     0 3 1.34497 1.32183 3.81359 0 0 3 3.00027 1.97924 4.08871 0
2334 4 2 0.00288038 0.255431 0     0 3 3.05044 1.99734 4.09365 0 0 3 15.6429 5.15863 4.48871 0
2334 7 2 0.00360048 0.00683269 0     0 3 3.05044 1.99734 4.09365 0 0 3 15.6429 5.15878 4.48871 0
2334 7 2 0.00360048 0 0     0 3 0 1.99734 4.09365 0 0 3 18.6933 5.75424 4.5193 0
2415 4 3 0.004 3.78086 0     0 3 1.9525 1.59385 3.94939 0 0 3 2.23392 1.69474 3.99613 0
2392 3 2 0.192 1.5307 0     0 3 0.514294 0.472221 3.57723 0 0 3 0.656981 0.612805 3.6143 0
2305 3 2 1.144 2.89604 0     0 3 1.13531 1.05078 3.77763 0 0 3 1.17538 1.10611 3.78433 0
2305 3 3 1.148 2.89537 0     0 3 1.13532 1.08868 3.76993 0 0 3 1.17524 1.10611 3.78426 0
2002 7 2 1.16242 0.0129918 0     0 3 0.643152 0.599601 3.60953 0 0 3 1.39772 1.37061 3.82473 0
2002 7 2 1.16242 0 0     0 3 0 0.599601 3.60953 0 0 3 2.04087 1.62472 3.96518 0
2305 3 2 1.304 2.86548 0     0 3 1.13532 1.08868 3.76994 0 0 3 1.1683 1.10024 3.78239 0
2305 3 3 1.308 2.86472 0     0 3 1.13532 1.08868 3.76994 0 0 3 1.16813 1.09625 3.7831 0
2107 7 2 1.3081 0.00563989 0     0 3 0.505855 0.47493 3.57093 0 0 3 0.726443 0.675447 3.64084 0
2107 7 2 1.3081 0 0     0 3 0 0.47493 3.57093 0 0 3 1.2323 1.18499 3.79345 0
2305 3 2 1.316 2.8632 0     0 3 1.13532 1.08868 3.76994 0 0 3 1.16778 1.09595 3.783 0
2048 7 2 2.17558 0.00549779 0     0 3 2.61526 1.84101 4.04664 0 0 3 10.761 4.33285 4.40976 0
2048 7 2 2.17558 0 0     0 3 0 1.84101 4.04664 0 0 3 13.3762 4.89062 4.45501 0
2392 7 2 2.24715 0.0064296 0     0 3 0.514295 0.54788 3.54497 0 0 3 0.596218 0.553775 3.59496 0
2392 7 2 2.24715 0 0     0 3 0 0.54788 3.54497 0 0 3 1.11051 1.01759 3.77316 0
1095 7 4 4.88281e-08 0.251355 0     0 2 0.0114519 0.1 3.72309 0.000114519 0 2 0.0163885 0.1 3.82582 0.000163885
1095 7 4 4.88281e-08 0 0     0 1 0 0.1 3.72309 0 0 2 0.0278404 0.1 3.26118 0.000278404
1112 4 3 0.0001 3.54996 0     0 3 2.07875 1.63805 3.97162 0 0 3 2.88071 1.93574 4.07651 0
1148 7 0 0.0001 0.0682193 0     0 2 0.0140783 0.1 3.78227 0.000140783 0 2 0.0240728 0.1 3.93603 0.000240728
1148 7 0 0.0001 0 0     0 1 0 0.1 3.78227 0 0 2 0.0381511 0.1 3.26118 0.000381511
1095 7 4 4.88281e-08 0.251355 0     0 2 0.0114519 0.1 3.72309 0.000114519 0 2 0.0163885 0.1 3.82582 0.000163885
1095 7 4 4.88281e-08 0 0     0 1 0 0.1 3.72309 0 0 2 0.0278404 0.1 3.26118 0.000278404
1112 4 3 0.0001 3.54996 0     0 3 2.07875 1.63805 3.97162 0 0 3 2.88071 1.93574 4.07651 0
1148 7 0 0.0001 0.0682193 0     0 2 0.0140783 0.1 3.78227 0.000140783 0 2 0.0240728 0.1 3.93603 0.000240728
1148 7 0 0.0001 0 0     0 1 0 0.1 3.78227 0 0 2 0.0381511 0.1 3.26118 0.000381511
1095 7 4 4.88281e-08 0.251355 0     0 2 0.0114519 0.1 3.72309 0.000114519 0 2 0.0163885 0.1 3.82582 0.000163885
1095 7 4 4.88281e-08 0 0     0 1 0 0.1 3.72309 0 0 2 0.0278404 0.1 3.26118 0.000278404
1112 4 3 0.0001 3.54996 0     0 3 2.07875 1.63805 3.97162 0 0 3 2.88071 1.93574 4.07651 0
1148 7 0 0.0001 0.0682193 0     0 2 0.0140783 0.1 3.78227 0.000140783 0 2 0.0240728 0.1 3.93603 0.000240728
1148 7 0 0.0001 0 0     0 1 0 0.1 3.78227 0 0 2 0.0381511 0.1 3.26118 0.000381511
1095 7 4 4.88281e-08 0.251355 0     0 2 0.0114519 0.1 3.72309 0.000114519 0 2 0.0163885 0.1 3.82582 0.000163885
1095 7 4 4.88281e-08 0 0     0 1 0 0.1 3.72309 0 0 2 0.0278404 0.1 3.26118 0.000278404
1112 4 3 0.0001 3.54996 0     0 3 2.07875 1.63805 3.97162 0 0 3 2.88071 1.93574 4.07651 0
